source_name,source_url,dest_name,dest_url
Бионикл,https://ru.wikipedia.org/wiki/%D0%91%D0%B8%D0%BE%D0%BD%D0%B8%D0%BA%D0%BB,2001 год,https://ru.wikipedia.org/wiki/2001_%D0%B3%D0%BE%D0%B4
Бионикл,https://ru.wikipedia.org/wiki/%D0%91%D0%B8%D0%BE%D0%BD%D0%B8%D0%BA%D0%BB,2003 год,https://ru.wikipedia.org/wiki/2003_%D0%B3%D0%BE%D0%B4
Бионикл,https://ru.wikipedia.org/wiki/%D0%91%D0%B8%D0%BE%D0%BD%D0%B8%D0%BA%D0%BB,2005 год,https://ru.wikipedia.org/wiki/2005_%D0%B3%D0%BE%D0%B4
Бионикл,https://ru.wikipedia.org/wiki/%D0%91%D0%B8%D0%BE%D0%BD%D0%B8%D0%BA%D0%BB,2008 год,https://ru.wikipedia.org/wiki/2008_%D0%B3%D0%BE%D0%B4
Бионикл,https://ru.wikipedia.org/wiki/%D0%91%D0%B8%D0%BE%D0%BD%D0%B8%D0%BA%D0%BB,2009 год,https://ru.wikipedia.org/wiki/2009_%D0%B3%D0%BE%D0%B4
Бионикл,https://ru.wikipedia.org/wiki/%D0%91%D0%B8%D0%BE%D0%BD%D0%B8%D0%BA%D0%BB,2010 год,https://ru.wikipedia.org/wiki/2010_%D0%B3%D0%BE%D0%B4
Бионикл,https://ru.wikipedia.org/wiki/%D0%91%D0%B8%D0%BE%D0%BD%D0%B8%D0%BA%D0%BB,2015 год,https://ru.wikipedia.org/wiki/2015_%D0%B3%D0%BE%D0%B4
Бионикл,https://ru.wikipedia.org/wiki/%D0%91%D0%B8%D0%BE%D0%BD%D0%B8%D0%BA%D0%BB,2016 год,https://ru.wikipedia.org/wiki/2016_%D0%B3%D0%BE%D0%B4
Бионикл,https://ru.wikipedia.org/wiki/%D0%91%D0%B8%D0%BE%D0%BD%D0%B8%D0%BA%D0%BB,Brick Like Me,https://ru.wikipedia.org/wiki/Brick_Like_Me
Бионикл,https://ru.wikipedia.org/wiki/%D0%91%D0%B8%D0%BE%D0%BD%D0%B8%D0%BA%D0%BB,DC Comics,https://ru.wikipedia.org/wiki/DC_Comics
Бионикл,https://ru.wikipedia.org/wiki/%D0%91%D0%B8%D0%BE%D0%BD%D0%B8%D0%BA%D0%BB,LEGO,https://ru.wikipedia.org/wiki/Lego
Бионикл,https://ru.wikipedia.org/wiki/%D0%91%D0%B8%D0%BE%D0%BD%D0%B8%D0%BA%D0%BB,Lego,https://ru.wikipedia.org/wiki/Lego
Бионикл,https://ru.wikipedia.org/wiki/%D0%91%D0%B8%D0%BE%D0%BD%D0%B8%D0%BA%D0%BB,Lego-анимация,https://ru.wikipedia.org/wiki/Lego-%D0%B0%D0%BD%D0%B8%D0%BC%D0%B0%D1%86%D0%B8%D1%8F
Бионикл,https://ru.wikipedia.org/wiki/%D0%91%D0%B8%D0%BE%D0%BD%D0%B8%D0%BA%D0%BB,Lego: Legends of Chima,https://ru.wikipedia.org/wiki/Lego:_Legends_of_Chima
Бионикл,https://ru.wikipedia.org/wiki/%D0%91%D0%B8%D0%BE%D0%BD%D0%B8%D0%BA%D0%BB,Lego: Приключения Клатча Пауэрса,https://ru.wikipedia.org/wiki/Lego:_%D0%9F%D1%80%D0%B8%D0%BA%D0%BB%D1%8E%D1%87%D0%B5%D0%BD%D0%B8%D1%8F_%D0%9A%D0%BB%D0%B0%D1%82%D1%87%D0%B0_%D0%9F%D0%B0%D1%83%D1%8D%D1%80%D1%81%D0%B0
Бионикл,https://ru.wikipedia.org/wiki/%D0%91%D0%B8%D0%BE%D0%BD%D0%B8%D0%BA%D0%BB,Lego Dimensions,https://ru.wikipedia.org/wiki/Lego_Dimensions
Бионикл,https://ru.wikipedia.org/wiki/%D0%91%D0%B8%D0%BE%D0%BD%D0%B8%D0%BA%D0%BB,Lego Worlds,https://ru.wikipedia.org/wiki/Lego_Worlds
Бионикл,https://ru.wikipedia.org/wiki/%D0%91%D0%B8%D0%BE%D0%BD%D0%B8%D0%BA%D0%BB,Lego Бэтмен: В осаде,https://ru.wikipedia.org/wiki/Lego_%D0%91%D1%8D%D1%82%D0%BC%D0%B5%D0%BD:_%D0%92_%D0%BE%D1%81%D0%B0%D0%B4%D0%B5
Бионикл,https://ru.wikipedia.org/wiki/%D0%91%D0%B8%D0%BE%D0%BD%D0%B8%D0%BA%D0%BB,Lego Бэтмен: Супергерои DC объединяются,https://ru.wikipedia.org/wiki/Lego_%D0%91%D1%8D%D1%82%D0%BC%D0%B5%D0%BD:_%D0%A1%D1%83%D0%BF%D0%B5%D1%80%D0%B3%D0%B5%D1%80%D0%BE%D0%B8_DC_%D0%BE%D0%B1%D1%8A%D0%B5%D0%B4%D0%B8%D0%BD%D1%8F%D1%8E%D1%82%D1%81%D1%8F
Бионикл,https://ru.wikipedia.org/wiki/%D0%91%D0%B8%D0%BE%D0%BD%D0%B8%D0%BA%D0%BB,Lego Скуби-Ду!: Призрачный Голливуд,https://ru.wikipedia.org/wiki/Lego_%D0%A1%D0%BA%D1%83%D0%B1%D0%B8-%D0%94%D1%83!:_%D0%9F%D1%80%D0%B8%D0%B7%D1%80%D0%B0%D1%87%D0%BD%D1%8B%D0%B9_%D0%93%D0%BE%D0%BB%D0%BB%D0%B8%D0%B2%D1%83%D0%B4
Бионикл,https://ru.wikipedia.org/wiki/%D0%91%D0%B8%D0%BE%D0%BD%D0%B8%D0%BA%D0%BB,Lego Скуби-Ду!: Улётный пляж,https://ru.wikipedia.org/wiki/Lego_%D0%A1%D0%BA%D1%83%D0%B1%D0%B8-%D0%94%D1%83!:_%D0%A3%D0%BB%D1%91%D1%82%D0%BD%D1%8B%D0%B9_%D0%BF%D0%BB%D1%8F%D0%B6
Бионикл,https://ru.wikipedia.org/wiki/%D0%91%D0%B8%D0%BE%D0%BD%D0%B8%D0%BA%D0%BB,Lego Супергерои DC: Аквамен — Ярость Атлантиды,https://ru.wikipedia.org/wiki/Lego_%D0%A1%D1%83%D0%BF%D0%B5%D1%80%D0%B3%D0%B5%D1%80%D0%BE%D0%B8_DC:_%D0%90%D0%BA%D0%B2%D0%B0%D0%BC%D0%B5%D0%BD_%E2%80%94_%D0%AF%D1%80%D0%BE%D1%81%D1%82%D1%8C_%D0%90%D1%82%D0%BB%D0%B0%D0%BD%D1%82%D0%B8%D0%B4%D1%8B
Бионикл,https://ru.wikipedia.org/wiki/%D0%91%D0%B8%D0%BE%D0%BD%D0%B8%D0%BA%D0%BB,Lego Супергерои DC: Лига Справедливости против Лиги Бизарро,https://ru.wikipedia.org/wiki/Lego_%D0%A1%D1%83%D0%BF%D0%B5%D1%80%D0%B3%D0%B5%D1%80%D0%BE%D0%B8_DC:_%D0%9B%D0%B8%D0%B3%D0%B0_%D0%A1%D0%BF%D1%80%D0%B0%D0%B2%D0%B5%D0%B4%D0%BB%D0%B8%D0%B2%D0%BE%D1%81%D1%82%D0%B8_%D0%BF%D1%80%D0%BE%D1%82%D0%B8%D0%B2_%D0%9B%D0%B8%D0%B3%D0%B8_%D0%91%D0%B8%D0%B7%D0%B0%D1%80%D1%80%D0%BE
Бионикл,https://ru.wikipedia.org/wiki/%D0%91%D0%B8%D0%BE%D0%BD%D0%B8%D0%BA%D0%BB,Lego Супергерои DC: Лига Справедливости — Атака Легиона Гибели!,https://ru.wikipedia.org/wiki/Lego_%D0%A1%D1%83%D0%BF%D0%B5%D1%80%D0%B3%D0%B5%D1%80%D0%BE%D0%B8_DC:_%D0%9B%D0%B8%D0%B3%D0%B0_%D0%A1%D0%BF%D1%80%D0%B0%D0%B2%D0%B5%D0%B4%D0%BB%D0%B8%D0%B2%D0%BE%D1%81%D1%82%D0%B8_%E2%80%94_%D0%90%D1%82%D0%B0%D0%BA%D0%B0_%D0%9B%D0%B5%D0%B3%D0%B8%D0%BE%D0%BD%D0%B0_%D0%93%D0%B8%D0%B1%D0%B5%D0%BB%D0%B8!
Бионикл,https://ru.wikipedia.org/wiki/%D0%91%D0%B8%D0%BE%D0%BD%D0%B8%D0%BA%D0%BB,Lego Супергерои DC: Лига Справедливости — Космическая битва,https://ru.wikipedia.org/wiki/Lego_%D0%A1%D1%83%D0%BF%D0%B5%D1%80%D0%B3%D0%B5%D1%80%D0%BE%D0%B8_DC:_%D0%9B%D0%B8%D0%B3%D0%B0_%D0%A1%D0%BF%D1%80%D0%B0%D0%B2%D0%B5%D0%B4%D0%BB%D0%B8%D0%B2%D0%BE%D1%81%D1%82%D0%B8_%E2%80%94_%D0%9A%D0%BE%D1%81%D0%BC%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B0%D1%8F_%D0%B1%D0%B8%D1%82%D0%B2%D0%B0
Бионикл,https://ru.wikipedia.org/wiki/%D0%91%D0%B8%D0%BE%D0%BD%D0%B8%D0%BA%D0%BB,Lego Супергерои DC: Лига Справедливости — Прорыв Готэм-Сити,https://ru.wikipedia.org/wiki/Lego_%D0%A1%D1%83%D0%BF%D0%B5%D1%80%D0%B3%D0%B5%D1%80%D0%BE%D0%B8_DC:_%D0%9B%D0%B8%D0%B3%D0%B0_%D0%A1%D0%BF%D1%80%D0%B0%D0%B2%D0%B5%D0%B4%D0%BB%D0%B8%D0%B2%D0%BE%D1%81%D1%82%D0%B8_%E2%80%94_%D0%9F%D1%80%D0%BE%D1%80%D1%8B%D0%B2_%D0%93%D0%BE%D1%82%D1%8D%D0%BC-%D0%A1%D0%B8%D1%82%D0%B8
Бионикл,https://ru.wikipedia.org/wiki/%D0%91%D0%B8%D0%BE%D0%BD%D0%B8%D0%BA%D0%BB,Lego Супергерои DC: Флэш,https://ru.wikipedia.org/wiki/Lego_%D0%A1%D1%83%D0%BF%D0%B5%D1%80%D0%B3%D0%B5%D1%80%D0%BE%D0%B8_DC:_%D0%A4%D0%BB%D1%8D%D1%88
Бионикл,https://ru.wikipedia.org/wiki/%D0%91%D0%B8%D0%BE%D0%BD%D0%B8%D0%BA%D0%BB,Miramax,https://ru.wikipedia.org/wiki/Miramax
Бионикл,https://ru.wikipedia.org/wiki/%D0%91%D0%B8%D0%BE%D0%BD%D0%B8%D0%BA%D0%BB,Netflix,https://ru.wikipedia.org/wiki/Netflix
Бионикл,https://ru.wikipedia.org/wiki/%D0%91%D0%B8%D0%BE%D0%BD%D0%B8%D0%BA%D0%BB,Universal Studios,https://ru.wikipedia.org/wiki/Universal_Pictures
Бионикл,https://ru.wikipedia.org/wiki/%D0%91%D0%B8%D0%BE%D0%BD%D0%B8%D0%BA%D0%BB,Wayback Machine,https://ru.wikipedia.org/wiki/Wayback_Machine
Бионикл,https://ru.wikipedia.org/wiki/%D0%91%D0%B8%D0%BE%D0%BD%D0%B8%D0%BA%D0%BB,Английский язык,https://ru.wikipedia.org/wiki/%D0%90%D0%BD%D0%B3%D0%BB%D0%B8%D0%B9%D1%81%D0%BA%D0%B8%D0%B9_%D1%8F%D0%B7%D1%8B%D0%BA
Бионикл,https://ru.wikipedia.org/wiki/%D0%91%D0%B8%D0%BE%D0%BD%D0%B8%D0%BA%D0%BB,Бионикл: Легенда возрождается,https://ru.wikipedia.org/wiki/%D0%91%D0%B8%D0%BE%D0%BD%D0%B8%D0%BA%D0%BB:_%D0%9B%D0%B5%D0%B3%D0%B5%D0%BD%D0%B4%D0%B0_%D0%B2%D0%BE%D0%B7%D1%80%D0%BE%D0%B6%D0%B4%D0%B0%D0%B5%D1%82%D1%81%D1%8F
Бионикл,https://ru.wikipedia.org/wiki/%D0%91%D0%B8%D0%BE%D0%BD%D0%B8%D0%BA%D0%BB,Бионикл: Маска света,https://ru.wikipedia.org/wiki/%D0%91%D0%B8%D0%BE%D0%BD%D0%B8%D0%BA%D0%BB:_%D0%9C%D0%B0%D1%81%D0%BA%D0%B0_%D1%81%D0%B2%D0%B5%D1%82%D0%B0
Бионикл,https://ru.wikipedia.org/wiki/%D0%91%D0%B8%D0%BE%D0%BD%D0%B8%D0%BA%D0%BB,Бионикл 2: Легенды Метру Нуи,https://ru.wikipedia.org/wiki/%D0%91%D0%B8%D0%BE%D0%BD%D0%B8%D0%BA%D0%BB_2:_%D0%9B%D0%B5%D0%B3%D0%B5%D0%BD%D0%B4%D1%8B_%D0%9C%D0%B5%D1%82%D1%80%D1%83_%D0%9D%D1%83%D0%B8
Бионикл,https://ru.wikipedia.org/wiki/%D0%91%D0%B8%D0%BE%D0%BD%D0%B8%D0%BA%D0%BB,Бионикл 3: В паутине теней,https://ru.wikipedia.org/wiki/%D0%91%D0%B8%D0%BE%D0%BD%D0%B8%D0%BA%D0%BB_3:_%D0%92_%D0%BF%D0%B0%D1%83%D1%82%D0%B8%D0%BD%D0%B5_%D1%82%D0%B5%D0%BD%D0%B5%D0%B9
Бионикл,https://ru.wikipedia.org/wiki/%D0%91%D0%B8%D0%BE%D0%BD%D0%B8%D0%BA%D0%BB,Легенды Чимы,https://ru.wikipedia.org/wiki/%D0%9B%D0%B5%D0%B3%D0%B5%D0%BD%D0%B4%D1%8B_%D0%A7%D0%B8%D0%BC%D1%8B
Бионикл,https://ru.wikipedia.org/wiki/%D0%91%D0%B8%D0%BE%D0%BD%D0%B8%D0%BA%D0%BB,Лего,https://ru.wikipedia.org/wiki/Lego
Бионикл,https://ru.wikipedia.org/wiki/%D0%91%D0%B8%D0%BE%D0%BD%D0%B8%D0%BA%D0%BB,Лего. Фильм,https://ru.wikipedia.org/wiki/%D0%9B%D0%B5%D0%B3%D0%BE._%D0%A4%D0%B8%D0%BB%D1%8C%D0%BC
Бионикл,https://ru.wikipedia.org/wiki/%D0%91%D0%B8%D0%BE%D0%BD%D0%B8%D0%BA%D0%BB,Лего. Фильм 2,https://ru.wikipedia.org/wiki/%D0%9B%D0%B5%D0%B3%D0%BE._%D0%A4%D0%B8%D0%BB%D1%8C%D0%BC_2
Бионикл,https://ru.wikipedia.org/wiki/%D0%91%D0%B8%D0%BE%D0%BD%D0%B8%D0%BA%D0%BB,Лего Фильм: Бэтмен,https://ru.wikipedia.org/wiki/%D0%9B%D0%B5%D0%B3%D0%BE_%D0%A4%D0%B8%D0%BB%D1%8C%D0%BC:_%D0%91%D1%8D%D1%82%D0%BC%D0%B5%D0%BD
Бионикл,https://ru.wikipedia.org/wiki/%D0%91%D0%B8%D0%BE%D0%BD%D0%B8%D0%BA%D0%BB,Лего Фильм: Ниндзяго,https://ru.wikipedia.org/wiki/%D0%9B%D0%B5%D0%B3%D0%BE_%D0%A4%D0%B8%D0%BB%D1%8C%D0%BC:_%D0%9D%D0%B8%D0%BD%D0%B4%D0%B7%D1%8F%D0%B3%D0%BE
Бионикл,https://ru.wikipedia.org/wiki/%D0%91%D0%B8%D0%BE%D0%BD%D0%B8%D0%BA%D0%BB,Минифигурка лего,https://ru.wikipedia.org/wiki/%D0%9C%D0%B8%D0%BD%D0%B8%D1%84%D0%B8%D0%B3%D1%83%D1%80%D0%BA%D0%B0_%D0%BB%D0%B5%D0%B3%D0%BE
Бионикл,https://ru.wikipedia.org/wiki/%D0%91%D0%B8%D0%BE%D0%BD%D0%B8%D0%BA%D0%BB,Нексо Найтс,https://ru.wikipedia.org/wiki/%D0%9D%D0%B5%D0%BA%D1%81%D0%BE_%D0%9D%D0%B0%D0%B9%D1%82%D1%81
Бионикл,https://ru.wikipedia.org/wiki/%D0%91%D0%B8%D0%BE%D0%BD%D0%B8%D0%BA%D0%BB,Ниндзяго. Мастера Кружитцу,https://ru.wikipedia.org/wiki/%D0%9D%D0%B8%D0%BD%D0%B4%D0%B7%D1%8F%D0%B3%D0%BE._%D0%9C%D0%B0%D1%81%D1%82%D0%B5%D1%80%D0%B0_%D0%9A%D1%80%D1%83%D0%B6%D0%B8%D1%82%D1%86%D1%83
Бионикл,https://ru.wikipedia.org/wiki/%D0%91%D0%B8%D0%BE%D0%BD%D0%B8%D0%BA%D0%BB,Скуби-Ду,https://ru.wikipedia.org/wiki/%D0%A1%D0%BA%D1%83%D0%B1%D0%B8-%D0%94%D1%83
Бионикл,https://ru.wikipedia.org/wiki/%D0%91%D0%B8%D0%BE%D0%BD%D0%B8%D0%BA%D0%BB,Экшен-фигурка,https://ru.wikipedia.org/wiki/%D0%AD%D0%BA%D1%88%D0%B5%D0%BD-%D1%84%D0%B8%D0%B3%D1%83%D1%80%D0%BA%D0%B0
Бионикл,https://ru.wikipedia.org/wiki/%D0%91%D0%B8%D0%BE%D0%BD%D0%B8%D0%BA%D0%BB,Шаблон:Lego Ninjago,https://ru.wikipedia.org/wiki/%D0%A8%D0%B0%D0%B1%D0%BB%D0%BE%D0%BD:Lego_Ninjago
Бионикл,https://ru.wikipedia.org/wiki/%D0%91%D0%B8%D0%BE%D0%BD%D0%B8%D0%BA%D0%BB,Шаблон:Фильмы Lego,https://ru.wikipedia.org/wiki/%D0%A8%D0%B0%D0%B1%D0%BB%D0%BE%D0%BD:%D0%A4%D0%B8%D0%BB%D1%8C%D0%BC%D1%8B_Lego
Лего,https://ru.wikipedia.org/wiki/Lego,1932 год,https://ru.wikipedia.org/wiki/1932_%D0%B3%D0%BE%D0%B4
Лего,https://ru.wikipedia.org/wiki/Lego,1947 год,https://ru.wikipedia.org/wiki/1947_%D0%B3%D0%BE%D0%B4
Лего,https://ru.wikipedia.org/wiki/Lego,1949 год,https://ru.wikipedia.org/wiki/1949_%D0%B3%D0%BE%D0%B4
Лего,https://ru.wikipedia.org/wiki/Lego,Bionicle: Matoran Adventures,https://ru.wikipedia.org/wiki/Bionicle:_Matoran_Adventures
Лего,https://ru.wikipedia.org/wiki/Lego,Bionicle: The Game,https://ru.wikipedia.org/wiki/Bionicle:_The_Game
Лего,https://ru.wikipedia.org/wiki/Lego,Bionicle Heroes,https://ru.wikipedia.org/wiki/Bionicle_Heroes
Лего,https://ru.wikipedia.org/wiki/Lego,Brick Like Me,https://ru.wikipedia.org/wiki/Brick_Like_Me
Лего,https://ru.wikipedia.org/wiki/Lego,LEGO Education,https://ru.wikipedia.org/wiki/Lego_Education
Лего,https://ru.wikipedia.org/wiki/Lego,Lego-анимация,https://ru.wikipedia.org/wiki/Lego-%D0%B0%D0%BD%D0%B8%D0%BC%D0%B0%D1%86%D0%B8%D1%8F
Лего,https://ru.wikipedia.org/wiki/Lego,Lego: Приключения Клатча Пауэрса,https://ru.wikipedia.org/wiki/Lego:_%D0%9F%D1%80%D0%B8%D0%BA%D0%BB%D1%8E%D1%87%D0%B5%D0%BD%D0%B8%D1%8F_%D0%9A%D0%BB%D0%B0%D1%82%D1%87%D0%B0_%D0%9F%D0%B0%D1%83%D1%8D%D1%80%D1%81%D0%B0
Лего,https://ru.wikipedia.org/wiki/Lego,Lego Batman: The Videogame,https://ru.wikipedia.org/wiki/Lego_Batman:_The_Videogame
Лего,https://ru.wikipedia.org/wiki/Lego,Lego Batman 2: DC Super Heroes,https://ru.wikipedia.org/wiki/Lego_Batman_2:_DC_Super_Heroes
Лего,https://ru.wikipedia.org/wiki/Lego,Lego Batman 3: Beyond Gotham,https://ru.wikipedia.org/wiki/Lego_Batman_3:_Beyond_Gotham
Лего,https://ru.wikipedia.org/wiki/Lego,Lego Builder’s Journey,https://ru.wikipedia.org/wiki/Lego_Builder%E2%80%99s_Journey
Лего,https://ru.wikipedia.org/wiki/Lego,Lego City Undercover,https://ru.wikipedia.org/wiki/Lego_City_Undercover
Лего,https://ru.wikipedia.org/wiki/Lego,Lego Creator: Harry Potter,https://ru.wikipedia.org/wiki/Lego_Creator:_Harry_Potter
Лего,https://ru.wikipedia.org/wiki/Lego,Lego DC Super-Villains,https://ru.wikipedia.org/wiki/Lego_DC_Super-Villains
Лего,https://ru.wikipedia.org/wiki/Lego,Lego Dimensions,https://ru.wikipedia.org/wiki/Lego_Dimensions
Лего,https://ru.wikipedia.org/wiki/Lego,Lego Duplo,https://ru.wikipedia.org/wiki/Lego_Duplo
Лего,https://ru.wikipedia.org/wiki/Lego,Lego Group,https://ru.wikipedia.org/wiki/Lego_Group
Лего,https://ru.wikipedia.org/wiki/Lego,Lego Harry Potter: Years 1–4,https://ru.wikipedia.org/wiki/Lego_Harry_Potter:_Years_1%E2%80%934
Лего,https://ru.wikipedia.org/wiki/Lego,Lego Harry Potter: Years 5–7,https://ru.wikipedia.org/wiki/Lego_Harry_Potter:_Years_5%E2%80%937
Лего,https://ru.wikipedia.org/wiki/Lego,Lego Indiana Jones: The Original Adventures,https://ru.wikipedia.org/wiki/Lego_Indiana_Jones:_The_Original_Adventures
Лего,https://ru.wikipedia.org/wiki/Lego,Lego Indiana Jones 2: The Adventure Continues,https://ru.wikipedia.org/wiki/Lego_Indiana_Jones_2:_The_Adventure_Continues
Лего,https://ru.wikipedia.org/wiki/Lego,Lego Jurassic World,https://ru.wikipedia.org/wiki/Lego_Jurassic_World
Лего,https://ru.wikipedia.org/wiki/Lego,Lego Legends of Chima: Laval’s Journey,https://ru.wikipedia.org/wiki/Lego_Legends_of_Chima:_Laval%E2%80%99s_Journey
Лего,https://ru.wikipedia.org/wiki/Lego,Lego Marvel's Avengers,https://ru.wikipedia.org/wiki/Lego_Marvel%E2%80%99s_Avengers
Лего,https://ru.wikipedia.org/wiki/Lego,Lego Marvel Super Heroes,https://ru.wikipedia.org/wiki/Lego_Marvel_Super_Heroes
Лего,https://ru.wikipedia.org/wiki/Lego,Lego Marvel Super Heroes 2,https://ru.wikipedia.org/wiki/Lego_Marvel_Super_Heroes_2
Лего,https://ru.wikipedia.org/wiki/Lego,Lego Marvel’s Avengers,https://ru.wikipedia.org/wiki/Lego_Marvel%E2%80%99s_Avengers
Лего,https://ru.wikipedia.org/wiki/Lego,Lego Minifigures Online,https://ru.wikipedia.org/wiki/Lego_Minifigures_Online
Лего,https://ru.wikipedia.org/wiki/Lego,Lego Pirates of the Caribbean: The Video Game,https://ru.wikipedia.org/wiki/Lego_Pirates_of_the_Caribbean:_The_Video_Game
Лего,https://ru.wikipedia.org/wiki/Lego,Lego Rock Band,https://ru.wikipedia.org/wiki/Lego_Rock_Band
Лего,https://ru.wikipedia.org/wiki/Lego,Lego Rock Raiders,https://ru.wikipedia.org/wiki/Lego_Rock_Raiders
Лего,https://ru.wikipedia.org/wiki/Lego,Lego Star Wars,https://ru.wikipedia.org/wiki/Lego_Star_Wars
Лего,https://ru.wikipedia.org/wiki/Lego,Lego Star Wars: The Complete Saga,https://ru.wikipedia.org/wiki/Lego_Star_Wars:_The_Complete_Saga
Лего,https://ru.wikipedia.org/wiki/Lego,Lego Star Wars: The Force Awakens,https://ru.wikipedia.org/wiki/Lego_Star_Wars:_The_Force_Awakens
Лего,https://ru.wikipedia.org/wiki/Lego,Lego Star Wars: The Skywalker Saga,https://ru.wikipedia.org/wiki/Lego_Star_Wars:_The_Skywalker_Saga
Лего,https://ru.wikipedia.org/wiki/Lego,Lego Star Wars: The Video Game,https://ru.wikipedia.org/wiki/Lego_Star_Wars:_The_Video_Game
Лего,https://ru.wikipedia.org/wiki/Lego,Lego Star Wars II: The Original Trilogy,https://ru.wikipedia.org/wiki/Lego_Star_Wars_II:_The_Original_Trilogy
Лего,https://ru.wikipedia.org/wiki/Lego,Lego Star Wars III: The Clone Wars,https://ru.wikipedia.org/wiki/Lego_Star_Wars_III:_The_Clone_Wars
Лего,https://ru.wikipedia.org/wiki/Lego,Lego The Hobbit,https://ru.wikipedia.org/wiki/Lego_The_Hobbit
Лего,https://ru.wikipedia.org/wiki/Lego,Lego The Incredibles,https://ru.wikipedia.org/wiki/Lego_The_Incredibles
Лего,https://ru.wikipedia.org/wiki/Lego,Lego The Lord of the Rings,https://ru.wikipedia.org/wiki/Lego_The_Lord_of_the_Rings
Лего,https://ru.wikipedia.org/wiki/Lego,Lego Worlds,https://ru.wikipedia.org/wiki/Lego_Worlds
Лего,https://ru.wikipedia.org/wiki/Lego,Lego Бэтмен: В осаде,https://ru.wikipedia.org/wiki/Lego_%D0%91%D1%8D%D1%82%D0%BC%D0%B5%D0%BD:_%D0%92_%D0%BE%D1%81%D0%B0%D0%B4%D0%B5
Лего,https://ru.wikipedia.org/wiki/Lego,Lego Бэтмен: Супергерои DC объединяются,https://ru.wikipedia.org/wiki/Lego_%D0%91%D1%8D%D1%82%D0%BC%D0%B5%D0%BD:_%D0%A1%D1%83%D0%BF%D0%B5%D1%80%D0%B3%D0%B5%D1%80%D0%BE%D0%B8_DC_%D0%BE%D0%B1%D1%8A%D0%B5%D0%B4%D0%B8%D0%BD%D1%8F%D1%8E%D1%82%D1%81%D1%8F
Лего,https://ru.wikipedia.org/wiki/Lego,Lego Скуби-Ду!: Призрачный Голливуд,https://ru.wikipedia.org/wiki/Lego_%D0%A1%D0%BA%D1%83%D0%B1%D0%B8-%D0%94%D1%83!:_%D0%9F%D1%80%D0%B8%D0%B7%D1%80%D0%B0%D1%87%D0%BD%D1%8B%D0%B9_%D0%93%D0%BE%D0%BB%D0%BB%D0%B8%D0%B2%D1%83%D0%B4
Лего,https://ru.wikipedia.org/wiki/Lego,Lego Скуби-Ду!: Улётный пляж,https://ru.wikipedia.org/wiki/Lego_%D0%A1%D0%BA%D1%83%D0%B1%D0%B8-%D0%94%D1%83!:_%D0%A3%D0%BB%D1%91%D1%82%D0%BD%D1%8B%D0%B9_%D0%BF%D0%BB%D1%8F%D0%B6
Лего,https://ru.wikipedia.org/wiki/Lego,Lego Супергерои DC: Аквамен — Ярость Атлантиды,https://ru.wikipedia.org/wiki/Lego_%D0%A1%D1%83%D0%BF%D0%B5%D1%80%D0%B3%D0%B5%D1%80%D0%BE%D0%B8_DC:_%D0%90%D0%BA%D0%B2%D0%B0%D0%BC%D0%B5%D0%BD_%E2%80%94_%D0%AF%D1%80%D0%BE%D1%81%D1%82%D1%8C_%D0%90%D1%82%D0%BB%D0%B0%D0%BD%D1%82%D0%B8%D0%B4%D1%8B